	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	1.19581	1195	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
UL	1.19781	1197	8	1	1	1	1	0	1776	28	0	69.7827 	0	0
DL	1.19831	1198	3	1	1	1	1	0	1776	28	0	69.7827	 	0	0
DL	1.20034	1200	3	1	9	1	1	0	16030	28	0	69.0144	 	0	0
UL	1.20091	1200	9	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.20141	1201	4	1	1	1	1	0	1776	28	0	69.0144	 	0	0
UL	1.20201	1202	0	1	1	1	1	0	1776	28	0	69.0144 	0	0
UL	1.20401	1204	0	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.20451	1204	5	1	1	1	1	0	1776	28	0	69.0144	 	0	0
DL	1.20654	1206	5	1	9	1	1	0	16030	28	0	69.0144	 	0	0
UL	1.20711	1207	1	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.20761	1207	6	1	1	1	1	0	1776	28	0	69.0144	 	0	0
UL	1.20821	1208	2	1	1	1	1	0	1776	28	0	69.0144 	0	0
UL	1.21021	1210	2	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.21071	1210	7	1	1	1	1	0	1776	28	0	69.0144	 	0	0
DL	1.21274	1212	7	1	9	1	1	0	16030	28	0	69.0144	 	0	0
UL	1.21331	1213	3	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.21381	1213	8	1	1	1	1	0	1776	28	0	69.0144	 	0	0
UL	1.21441	1214	4	1	1	1	1	0	1776	28	0	69.0144 	0	0
UL	1.21641	1216	4	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.21691	1216	9	1	1	1	1	0	1776	28	0	69.0144	 	0	0
DL	1.21894	1218	9	1	9	1	1	0	16030	28	0	69.0144	 	0	0
UL	1.21951	1219	5	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.22001	1220	0	1	1	1	1	0	1776	28	0	69.0144	 	0	0
UL	1.22061	1220	6	1	1	1	1	0	1776	28	0	69.0144 	0	0
UL	1.22261	1222	6	1	1	1	1	0	1776	28	0	69.0144 	0	0
DL	1.22311	1223	1	1	1	1	1	0	1776	28	0	69.0144	 	0	0
